,Age,Work_Experience,Family_Size,Gender_Male,Ever_Married_Yes,Graduated_Yes,Profession_Doctor,Profession_Engineer,Profession_Entertainment,Profession_Executive,Profession_Healthcare,Profession_Homemaker,Profession_Lawyer,Profession_Marketing,Spending_Score_High,Spending_Score_Low,Var_1_Cat_2,Var_1_Cat_3,Var_1_Cat_4,Var_1_Cat_5,Var_1_Cat_6,Var_1_Cat_7
6382,30,9.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
6383,28,3.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
6384,39,1.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6385,81,1.0,2.0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
6386,65,0.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6389,30,0.0,2.0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
6390,40,8.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6391,28,4.0,6.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6392,28,0.0,9.0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6393,60,1.0,4.0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
6394,48,1.0,3.0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
6395,70,3.0,1.0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
6396,39,7.0,2.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6397,42,5.0,5.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6398,38,1.0,2.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6399,35,0.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6400,43,1.0,3.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6401,83,1.0,1.0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
6402,43,8.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6403,46,0.0,4.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6404,50,0.0,3.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6405,38,8.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6406,69,1.0,2.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
6407,38,1.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6408,26,0.0,3.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
6409,37,0.0,5.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
6410,72,0.0,2.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
6411,52,1.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6412,85,1.0,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
6413,29,6.0,3.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
6414,26,0.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
6415,33,0.0,6.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6416,40,0.0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
6418,79,2.0,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
6420,35,1.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6421,68,0.0,1.0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
6424,36,7.0,5.0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6425,51,3.0,5.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
6427,25,8.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6430,35,0.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6431,21,1.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
6432,55,1.0,4.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6434,35,1.0,3.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
6435,39,6.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6436,83,1.0,2.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
6437,45,1.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6438,40,9.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6439,27,1.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6440,51,7.0,3.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6441,35,1.0,3.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6443,57,0.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6444,20,1.0,4.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6445,49,4.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6446,52,1.0,2.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
6447,35,1.0,3.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6448,39,1.0,3.0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
6449,69,0.0,2.0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
6450,26,6.0,2.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
6451,36,8.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6452,25,6.0,2.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6453,60,0.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6454,37,1.0,2.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
6455,42,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
6456,22,9.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
6457,41,2.0,4.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6458,75,0.0,1.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
6460,77,0.0,2.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6462,43,1.0,4.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
6463,31,8.0,4.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
6464,33,1.0,2.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6465,60,1.0,4.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
6466,61,1.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6467,29,8.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
6468,25,1.0,4.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
6469,83,2.0,2.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6470,38,7.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6471,28,0.0,4.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6472,65,0.0,2.0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
6473,61,0.0,4.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6475,51,4.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6476,36,2.0,3.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
6477,55,2.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6479,46,0.0,4.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6480,43,8.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6481,57,4.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6482,35,0.0,1.0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6483,65,0.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6484,37,0.0,3.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6485,35,4.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6486,37,1.0,2.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
6487,38,0.0,3.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6488,19,1.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
6491,36,0.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6492,61,2.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6493,53,1.0,6.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6494,45,0.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6496,42,1.0,6.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
6498,83,0.0,2.0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
6499,36,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6501,42,1.0,3.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6502,80,1.0,2.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
6503,18,0.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
6505,57,0.0,2.0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
6506,36,0.0,2.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
6507,43,8.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6509,31,1.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
6511,38,4.0,1.0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
6512,45,7.0,4.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6513,72,0.0,2.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
6514,43,9.0,2.0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6515,29,8.0,2.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
6516,45,1.0,2.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6518,29,13.0,1.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
6519,43,7.0,3.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6520,42,0.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6521,47,9.0,6.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6522,26,1.0,3.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
6523,60,1.0,3.0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
6524,41,5.0,2.0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
6526,27,7.0,3.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6528,46,8.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6530,25,2.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6532,22,1.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
6533,56,1.0,3.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6534,35,9.0,2.0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
6536,50,8.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6539,33,1.0,6.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6540,69,1.0,2.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
6541,38,4.0,2.0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6542,42,1.0,5.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6543,61,3.0,6.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6544,20,4.0,6.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
6545,46,1.0,2.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6546,40,5.0,4.0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
6547,51,1.0,2.0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6548,58,4.0,5.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6549,33,1.0,5.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
6550,26,0.0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
6551,58,4.0,3.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
6552,65,0.0,2.0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
6553,41,1.0,2.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6554,42,0.0,2.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6555,25,14.0,1.0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6556,30,10.0,6.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
6559,79,1.0,1.0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
6560,51,0.0,3.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
6561,26,1.0,4.0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6562,37,2.0,4.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6563,25,0.0,2.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6564,41,0.0,2.0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
6565,83,1.0,3.0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
6566,35,0.0,3.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6567,21,3.0,7.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
6568,28,0.0,3.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6569,45,0.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6570,51,0.0,4.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
6571,25,1.0,3.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
6572,29,2.0,3.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
6573,45,1.0,2.0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
6575,47,8.0,5.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6577,40,8.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6578,65,1.0,1.0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
6579,40,2.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6580,42,8.0,2.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6581,45,2.0,3.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6582,58,1.0,1.0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6583,30,1.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
6584,35,10.0,2.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6585,53,9.0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
6586,58,0.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6587,88,1.0,2.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6588,27,0.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
6589,39,9.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6591,28,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6592,35,9.0,3.0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6593,76,1.0,2.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
6594,33,0.0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
6595,59,5.0,2.0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6596,45,0.0,1.0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6598,33,1.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6599,86,0.0,2.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
6601,20,0.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
6603,25,0.0,8.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
6605,33,0.0,3.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
6606,62,0.0,2.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6607,55,4.0,4.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6608,39,0.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6609,30,3.0,6.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
6610,37,0.0,2.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
6611,40,0.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
6612,38,6.0,4.0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
6613,52,1.0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6614,48,1.0,5.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6615,60,1.0,5.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6616,36,9.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6617,59,0.0,2.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6618,71,0.0,3.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
6620,37,1.0,2.0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
6621,51,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6622,22,1.0,3.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
6623,28,1.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6624,22,1.0,8.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
6625,48,1.0,2.0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
6626,23,1.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
6627,31,1.0,8.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6628,37,1.0,5.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6629,50,1.0,4.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6631,50,1.0,1.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
6632,43,1.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6633,20,0.0,4.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
6634,28,0.0,4.0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
6635,33,7.0,6.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
6636,49,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
6638,40,9.0,1.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
6639,21,0.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6640,36,1.0,5.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6641,49,1.0,3.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6642,36,0.0,2.0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
6645,32,8.0,1.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
6646,48,4.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6649,69,3.0,8.0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
6651,67,1.0,1.0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6652,32,3.0,2.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6655,36,0.0,2.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6656,43,6.0,3.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
6657,36,9.0,5.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6659,36,0.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6660,23,4.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
6661,50,8.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6662,22,1.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
6664,35,0.0,3.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6665,52,0.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6666,68,0.0,3.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
6667,46,1.0,2.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6669,49,0.0,1.0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
6670,37,0.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6671,53,9.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6672,70,7.0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6673,43,8.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6674,83,0.0,2.0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
6675,25,9.0,2.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
6676,45,0.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6677,29,1.0,1.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6679,65,0.0,1.0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
6680,46,0.0,4.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
6681,59,8.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6682,30,0.0,2.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
6683,29,5.0,2.0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
6684,58,9.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6685,71,1.0,5.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6686,53,1.0,5.0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
6688,36,8.0,4.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6689,33,0.0,4.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6690,32,0.0,3.0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
6692,49,0.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
6693,84,1.0,2.0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
6694,30,0.0,4.0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
6695,26,1.0,4.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
6696,41,5.0,3.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
6697,25,4.0,5.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
6698,26,9.0,3.0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
6699,27,0.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6701,80,0.0,1.0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
6702,50,1.0,3.0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
6704,66,0.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6705,58,1.0,5.0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
6706,42,0.0,3.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6707,37,0.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6708,49,0.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
6709,39,3.0,2.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
